player;nationality;position;team;age;matches;minutes;goals;assists;xg;tm_name_match;market_value_euro;tm_position;last_update;kpi_cost_per_goal;kpi_moneyball
Bruno Nascimento;BRA;Atacante;Palmeiras;27;10;341;2;0;0.8;N/A;0.0;N/A;N/A;0.0;0.0
Nata;BRA;Defensor;Juventude;23;2;94;0;0;0.0;N/A;0.0;N/A;N/A;0.0;0.0
Natanael;BRA;Defensor;Atlético Mineiro;23;34;2142;1;0;0.6;Natanael;6000000.0;Lateral Dir.;10/12/2025;6000000.0;2.67
Nathan;BRA;Defensor;Internacional;23;1;90;0;0;0.1;N/A;0.0;N/A;N/A;0.0;0.0
Nathan;BRA;Meio-Campista;Grêmio;28;2;90;0;0;0.1;N/A;0.0;N/A;N/A;0.0;0.0
Kaiky Naves;BRA;Defensor;Palmeiras;22;1;19;0;0;0.0;N/A;0.0;N/A;N/A;0.0;0.0
Gui Negão;BRA;Atacante;Corinthians;17;22;945;3;1;2.6;Gui Negão;8000000.0;Centroavante;10/12/2025;2666666.67;8.25
Felipe Negrucci;BRA;Defensor;São Paulo;20;5;226;0;0;0.0;N/A;0.0;N/A;N/A;0.0;0.0
Negueba;BRA;Atacante;Mirassol;25;33;2157;7;3;4.1;N/A;0.0;N/A;N/A;0.0;0.0
Edison Negueba;BRA;Atacante;Juventude;24;5;107;1;0;1.0;N/A;0.0;N/A;N/A;0.0;0.0
Nenê;BRA;Atacante;Juventude;43;25;1009;3;4;3.3;N/A;0.0;N/A;N/A;0.0;0.0
Neris;BRA;Defensor;Vitória;32;10;534;0;0;0.3;N/A;0.0;N/A;N/A;0.0;0.0
Rodrigo Nestor;BRA;Meio-Campista;Bahia;24;22;875;5;0;1.2;Rodrigo Nestor;7000000.0;Meia Central;10/12/2025;1400000.0;8.86
Neto;BRA;Goleiro;Botafogo (RJ);35;3;224;0;0;0.0;N/A;0.0;N/A;N/A;0.0;0.0
José Vitor Silva Neves;BRA;Atacante;Mirassol;24;2;25;0;0;0.0;N/A;0.0;N/A;N/A;0.0;0.0
Newton;BRA;Meio-Campista;Botafogo (RJ);24;25;1494;1;0;0.5;N/A;0.0;N/A;N/A;0.0;0.0
Neymar;BRA;Atacante;Santos;32;20;1528;8;1;8.6;Neymar;10000000.0;Meia Ofensivo;10/12/2025;1250000.0;17.6
Nicolas;BRA;Defensor;Ceará;27;13;593;0;0;0.1;N/A;0.0;N/A;N/A;0.0;0.0
Nicolas;BRA;Defensor;São Paulo;17;1;45;0;0;0.0;N/A;0.0;N/A;N/A;0.0;0.0
Saúl Ñíguez;ESP;Meio-Campista;Flamengo;30;16;1156;0;2;1.3;N/A;0.0;N/A;N/A;0.0;0.0
Nonato;BRA;Meio-Campista;Fluminense;26;20;914;2;1;0.7;N/A;0.0;N/A;N/A;0.0;0.0
Erick Noriega;PER;Defensor;Grêmio;23;14;1184;0;0;0.4;N/A;0.0;N/A;N/A;0.0;0.0
Lucas Oliveira;BRA;Defensor;Vasco da Gama;28;8;259;0;0;0.0;N/A;0.0;N/A;N/A;0.0;0.0
Sérgio Oliveira;POR;Meio-Campista;Sport Recife;32;19;997;1;1;1.1;N/A;0.0;N/A;N/A;0.0;0.0
Cauly Oliveira Souza;BRA;Atacante;Bahia;29;29;910;1;3;2.7;N/A;0.0;N/A;N/A;0.0;0.0
Cristian Olivera;URU;Atacante;Grêmio;22;22;1285;2;0;2.5;N/A;0.0;N/A;N/A;0.0;0.0
Christian Ortiz;ARG;Meio-Campista;Sport Recife;32;6;178;0;0;0.2;N/A;0.0;N/A;N/A;0.0;0.0
Leo Ortiz;BRA;Defensor;Flamengo;29;26;2203;1;2;1.4;Léo Ortiz;15000000.0;Zagueiro;10/12/2025;15000000.0;2.93
Oscar;BRA;Atacante;São Paulo;33;6;345;0;0;0.6;N/A;0.0;N/A;N/A;0.0;0.0
Osvaldo;BRA;Atacante;Vitória;37;27;996;0;2;1.3;N/A;0.0;N/A;N/A;0.0;0.0
Otávio;BRA;Meio-Campista;Fluminense;30;6;217;0;0;0.0;N/A;0.0;N/A;N/A;0.0;0.0
Luis Otávio;BRA;Meio-Campista;Internacional;17;20;770;0;0;0.4;N/A;0.0;N/A;N/A;0.0;0.0
Luiz Otávio;BRA;Defensor;Mirassol;32;5;165;0;0;0.0;N/A;0.0;N/A;N/A;0.0;0.0
João Othavio Basso;BRA;Defensor;Santos;28;6;518;1;0;0.2;N/A;0.0;N/A;N/A;0.0;0.0
Pablo;BRA;Defensor;Internacional;18;1;20;0;0;0.0;N/A;0.0;N/A;N/A;0.0;0.0
Pablo;BRA;Atacante;Sport Recife;32;21;1055;3;1;2.3;N/A;0.0;N/A;N/A;0.0;0.0
Ruan Pablo;BRA;Atacante;Bahia;16;5;51;0;0;0.4;Ruan Pablo;5000000.0;Ponta Esquerda;10/12/2025;0.0;0.8
Bruno Pacheco;BRA;Defensor;Fortaleza;33;15;1261;1;1;0.2;N/A;0.0;N/A;N/A;0.0;0.0
Luis Pacheco;BRA;Meio-Campista;Palmeiras;16;2;18;0;0;0.0;N/A;0.0;N/A;N/A;0.0;0.0
Gonçalo Paciência;POR;Atacante;Sport Recife;30;6;196;0;0;0.6;N/A;0.0;N/A;N/A;0.0;0.0
Brahian Palacios;COL;Meio-Campista;Atlético Mineiro;22;1;8;0;0;0.0;N/A;0.0;N/A;N/A;0.0;0.0
Sergio Palacios;COL;Defensor;RB Bragantino;19;2;71;0;0;0.0;N/A;0.0;N/A;N/A;0.0;0.0
Kaio Pantaleão;BRA;Defensor;Botafogo (RJ);29;11;933;0;0;0.6;N/A;0.0;N/A;N/A;0.0;0.0
Rayan Passaglia Lelis;BRA;Atacante;Cruzeiro;18;1;64;0;0;0.1;N/A;0.0;N/A;N/A;0.0;0.0
Alan Patrick;BRA;Meio-Campista;Internacional;33;30;2506;11;7;9.8;N/A;0.0;N/A;N/A;0.0;0.0
Patryck;BRA;Defensor;São Paulo;22;5;309;0;0;0.3;N/A;0.0;N/A;N/A;0.0;0.0
Patrick de Paula;BRA;Meio-Campista;Botafogo (RJ);25;6;284;0;0;0.1;N/A;0.0;N/A;N/A;0.0;0.0
Paulinho;BRA;Meio-Campista;Vasco da Gama;28;11;310;0;0;0.0;Paulinho;12000000.0;Ponta Esquerda;10/12/2025;0.0;0.0
Paulinho;BRA;Meio-Campista;Palmeiras;24;7;224;0;0;0.2;Paulinho;12000000.0;Ponta Esquerda;10/12/2025;0.0;0.17
Caio Paulista;BRA;Defensor;Atlético Mineiro;26;20;885;0;0;0.8;N/A;0.0;N/A;N/A;0.0;0.0
Marcos Paulo;BRA;Defensor;Juventude;22;19;1367;0;0;0.3;N/A;0.0;N/A;N/A;0.0;0.0
Cristian Pavón;ARG;Atacante;Grêmio;29;28;1373;0;7;1.3;N/A;0.0;N/A;N/A;0.0;0.0
Dimitri Payet;FRA;Meio-Campista;Vasco da Gama;37;4;191;0;2;0.1;N/A;0.0;N/A;N/A;0.0;0.0
Pedrinho;BRA;Meio-Campista;São Paulo;17;2;26;0;0;0.0;N/A;0.0;N/A;N/A;0.0;0.0
Pedro;BRA;Atacante;Flamengo;27;21;1047;12;6;8.6;Pedro;18000000.0;Centroavante;10/12/2025;1500000.0;14.78
João Pedro Chermont;BRA;Defensor;Santos;19;5;249;0;0;0.1;N/A;0.0;N/A;N/A;0.0;0.0
João Pedro;BRA;Defensor;Corinthians;21;16;1242;0;1;0.8;N/A;0.0;N/A;N/A;0.0;0.0
João Pedro;BRA;Defensor;Grêmio;28;7;454;0;0;0.1;N/A;0.0;N/A;N/A;0.0;0.0
João Pedro Pepê;BRA;Meio-Campista;Vitória;27;14;654;0;0;0.1;N/A;0.0;N/A;N/A;0.0;0.0
Peixoto;BRA;Meio-Campista;Juventude;27;13;733;1;0;0.6;N/A;0.0;N/A;N/A;0.0;0.0
Andreas Pereira;BRA;Meio-Campista;Palmeiras;29;15;1005;2;0;0.8;Andreas Pereira;15000000.0;Meia Ofensivo;10/12/2025;7500000.0;1.87
Léo Pereira;BRA;Defensor;Flamengo;29;34;2953;4;0;2.8;Léo Pereira;10000000.0;Zagueiro;10/12/2025;2500000.0;6.8
Matheus Pereira;BRA;Meio-Campista;Cruzeiro;28;34;2793;7;7;5.1;Matheus Pereira;14000000.0;Meia Ofensivo;10/12/2025;2000000.0;13.64
Luan Peres Petroni;BRA;Defensor;Santos;30;24;2051;0;0;0.3;N/A;0.0;N/A;N/A;0.0;0.0
Pernambuco;BRA;Atacante;Juventude;26;3;57;0;0;0.2;N/A;0.0;N/A;N/A;0.0;0.0
Petterson;BRA;Meio-Campista;Juventude;21;2;80;0;0;0.1;N/A;0.0;N/A;N/A;0.0;0.0
Pierre;BRA;Meio-Campista;Fortaleza;22;13;839;0;0;0.1;N/A;0.0;N/A;N/A;0.0;0.0
Yago Pikachu;BRA;Atacante;Fortaleza;32;31;1389;2;1;3.2;N/A;0.0;N/A;N/A;0.0;0.0
Joaquín Piquerez;URU;Defensor;Palmeiras;26;30;2456;3;1;3.2;Joaquín Piquerez;14000000.0;Lateral Esq.;10/12/2025;4666666.67;5.14
Rafael Pires;BRA;Goleiro;São Paulo;35;35;3150;0;0;0.0;N/A;0.0;N/A;N/A;0.0;0.0
Lucas Piton;BRA;Defensor;Vasco da Gama;24;30;2545;1;7;0.7;Lucas Piton;7000000.0;Lateral Esq.;10/12/2025;7000000.0;12.43
Isidro Pitta;PAR;Atacante;RB Bragantino;25;24;1093;7;2;2.5;Isidro Pitta;7500000.0;Centroavante;10/12/2025;1071428.57;15.33
Diego Pituca;BRA;Meio-Campista;Santos;32;10;392;1;0;0.3;N/A;0.0;N/A;N/A;0.0;0.0
Gonzalo Plata;ECU;Atacante;Flamengo;24;28;1350;4;1;3.1;Gonzalo Plata;8000000.0;Ponta Direita;10/12/2025;2000000.0;10.12
Tomas Pochettino;ARG;Meio-Campista;Fortaleza;28;26;1537;3;4;2.2;N/A;0.0;N/A;N/A;0.0;0.0
Mateo Ponte;URU;Defensor;Botafogo (RJ);21;21;676;2;0;1.6;N/A;0.0;N/A;N/A;0.0;0.0
Gustavo Prado;BRA;Meio-Campista;Internacional;19;18;559;1;0;0.7;N/A;0.0;N/A;N/A;0.0;0.0
Kauã Prates;BRA;Defensor;Cruzeiro;16;8;341;0;0;0.0;Kauã Prates;6000000.0;Lateral Esq.;10/12/2025;0.0;0.0
Bruno Praxedes;BRA;Meio-Campista;RB Bragantino;22;15;400;0;0;0.6;N/A;0.0;N/A;N/A;0.0;0.0
Lucca Prior;BRA;Meio-Campista;Fortaleza;20;12;656;2;0;0.6;N/A;0.0;N/A;N/A;0.0;0.0
Erick Pulga;BRA;Atacante;Bahia;24;24;1687;3;3;6.0;Erick Pulga;11000000.0;Ponta Esquerda;10/12/2025;3666666.67;10.91
Erick Pulgar;CHI;Meio-Campista;Flamengo;31;17;1240;1;0;0.3;Erick Pulgar;5000000.0;Volante;10/12/2025;5000000.0;2.6
Du Queiroz;BRA;Meio-Campista;Sport Recife;25;11;615;0;0;0.5;N/A;0.0;N/A;N/A;0.0;0.0
Igor Rabello;BRA;Defensor;Atlético Mineiro;29;4;189;0;0;0.2;N/A;0.0;N/A;N/A;0.0;0.0
Igor Rabello;BRA;Defensor;Fluminense;29;4;144;0;0;0.0;N/A;0.0;N/A;N/A;0.0;0.0
Zé Rafael;BRA;Meio-Campista;Santos;31;27;1854;1;0;2.2;N/A;0.0;N/A;N/A;0.0;0.0
Rafinha;BRA;Defensor;Sport Recife;18;1;45;0;0;0.0;N/A;0.0;N/A;N/A;0.0;0.0
André Ramalho;BRA;Defensor;Corinthians;32;21;1780;0;0;0.6;N/A;0.0;N/A;N/A;0.0;0.0
Eric Ramires;BRA;Meio-Campista;RB Bragantino;24;31;1786;2;1;2.9;N/A;0.0;N/A;N/A;0.0;0.0
Ramon;BRA;Defensor;Vitória;23;18;1620;0;0;0.4;N/A;0.0;N/A;N/A;0.0;0.0
Ramon;BRA;Defensor;Internacional;23;5;329;0;0;0.1;N/A;0.0;N/A;N/A;0.0;0.0
Lucas Ramon;BRA;Defensor;Mirassol;30;31;2604;2;3;2.8;N/A;0.0;N/A;N/A;0.0;0.0
Chris Ramos;ESP;Atacante;Botafogo (RJ);28;13;718;4;0;3.6;N/A;0.0;N/A;N/A;0.0;0.0
Santi Ramos Mingo;ARG;Defensor;Bahia;23;33;2926;0;0;1.6;Santiago Ramos Mingo;11000000.0;Zagueiro;10/12/2025;0.0;1.45
Rafael Ramos;POR;Defensor;Ceará;30;20;904;0;0;0.1;N/A;0.0;N/A;N/A;0.0;0.0
Raniele;BRA;Meio-Campista;Corinthians;28;30;2013;2;1;2.1;N/A;0.0;N/A;N/A;0.0;0.0
Wellington Rato;BRA;Atacante;Vitória;32;5;212;1;0;0.2;N/A;0.0;N/A;N/A;0.0;0.0
Pedro Raul;BRA;Atacante;Ceará;28;34;2896;11;1;11.6;N/A;0.0;N/A;N/A;0.0;0.0
Raykkonen;BRA;Atacante;Internacional;16;7;124;0;0;0.1;N/A;0.0;N/A;N/A;0.0;0.0
Reginaldo;BRA;Defensor;Juventude;31;18;1170;0;2;0.1;N/A;0.0;N/A;N/A;0.0;0.0
Reinaldo;BRA;Defensor;Mirassol;35;34;2892;13;6;8.4;N/A;0.0;N/A;N/A;0.0;0.0
Reinier;BRA;Meio-Campista;Atlético Mineiro;23;13;333;0;0;0.6;N/A;0.0;N/A;N/A;0.0;0.0
Robert Renan;BRA;Defensor;Vasco da Gama;21;15;1287;0;0;0.4;Robert Renan;9000000.0;Zagueiro;10/12/2025;0.0;0.44
Cristian Renato;BRA;Atacante;Mirassol;24;32;1351;5;3;5.4;N/A;0.0;N/A;N/A;0.0;0.0
Renê;BRA;Defensor;Fluminense;32;28;2362;2;0;0.6;N/A;0.0;N/A;N/A;0.0;0.0
Rezende;BRA;Meio-Campista;Bahia;30;11;580;0;0;0.0;N/A;0.0;N/A;N/A;0.0;0.0
Murilo Rhikman;BRA;Meio-Campista;Cruzeiro;18;2;8;0;0;0.0;N/A;0.0;N/A;N/A;0.0;0.0
Everton Ribeiro;BRA;Meio-Campista;Bahia;35;31;1925;2;4;2.4;N/A;0.0;N/A;N/A;0.0;0.0
Ricardo;BRA;Meio-Campista;Vitória;30;20;882;0;0;1.0;N/A;0.0;N/A;N/A;0.0;0.0
João Ricardo Riedi;BRA;Goleiro;Fortaleza;36;14;1260;0;0;0.0;N/A;0.0;N/A;N/A;0.0;0.0
Richard;BRA;Meio-Campista;Internacional;30;7;275;0;0;0.0;N/A;0.0;N/A;N/A;0.0;0.0
Richardson;BRA;Meio-Campista;Ceará;33;16;790;0;0;0.1;N/A;0.0;N/A;N/A;0.0;0.0
Charles Rigon Matos;BRA;Meio-Campista;Corinthians;28;17;571;1;0;0.6;N/A;0.0;N/A;N/A;0.0;0.0
Emiliano Rigoni;ARG;Atacante;São Paulo;31;10;294;1;0;1.2;N/A;0.0;N/A;N/A;0.0;0.0
Tomás Rincón;VEN;Meio-Campista;Santos;37;17;922;0;0;0.4;N/A;0.0;N/A;N/A;0.0;0.0
Richard Ríos;COL;Meio-Campista;Palmeiras;24;10;733;0;2;0.6;N/A;0.0;N/A;N/A;0.0;0.0
Riquelme;BRA;Atacante;Fluminense;17;6;99;0;0;0.1;Riquelme;6000000.0;Ponta Direita;10/12/2025;0.0;0.17
Riquelme;BRA;Defensor;Sport Recife;18;2;23;0;0;0.0;Riquelme;6000000.0;Ponta Direita;10/12/2025;0.0;0.0
Christian Rivera;COL;Meio-Campista;Sport Recife;29;33;2729;0;0;0.3;N/A;0.0;N/A;N/A;0.0;0.0
Pablo Roberto;BRA;Meio-Campista;Fortaleza;25;5;116;0;0;0.0;N/A;0.0;N/A;N/A;0.0;0.0
Paulo Roberto;BRA;Defensor;Vitória;19;2;96;0;0;0.0;N/A;0.0;N/A;N/A;0.0;0.0
Marcos Rocha;BRA;Defensor;Palmeiras;36;1;90;0;0;0.1;N/A;0.0;N/A;N/A;0.0;0.0
Marcos Rocha;BRA;Defensor;Grêmio;36;12;959;0;0;0.2;N/A;0.0;N/A;N/A;0.0;0.0
Sergio Rochet;URU;Goleiro;Internacional;31;15;1305;0;0;0.0;N/A;0.0;N/A;N/A;0.0;0.0
Rodrigo;BRA;Meio-Campista;São Paulo;20;18;724;0;0;1.2;N/A;0.0;N/A;N/A;0.0;0.0
Alisson Rodrigues;BRA;Meio-Campista;Internacional;16;1;26;0;0;0.0;N/A;0.0;N/A;N/A;0.0;0.0
Ruben Rodrigues;POR;Meio-Campista;Vitória;28;4;26;0;0;0.1;N/A;0.0;N/A;N/A;0.0;0.0
Alan Rodríguez;URU;Meio-Campista;Internacional;25;15;943;0;1;0.6;N/A;0.0;N/A;N/A;0.0;0.0
Guzmán Rodríguez;URU;Defensor;RB Bragantino;24;23;2051;1;0;1.0;N/A;0.0;N/A;N/A;0.0;0.0
Luciano Rodríguez;URU;Atacante;Bahia;21;18;791;2;0;2.9;N/A;0.0;N/A;N/A;0.0;0.0
Santiago Rodríguez;URU;Atacante;Botafogo (RJ);25;26;1328;2;5;1.6;Santiago Rodríguez;5500000.0;Meia Ofensivo;10/12/2025;2750000.0;15.64
Rodriguinho;BRA;Atacante;Cruzeiro;21;1;15;0;0;0.0;Rodriguinho;6000000.0;Meia Ofensivo;10/12/2025;0.0;0.0
Rodriguinho;BRA;Atacante;Ceará;21;4;33;0;0;0.1;Rodriguinho;6000000.0;Meia Ofensivo;10/12/2025;0.0;0.17
Agustín Rogel;URU;Defensor;Internacional;27;5;450;0;0;0.1;N/A;0.0;N/A;N/A;0.0;0.0
Benjamín Rollheiser;ARG;Meio-Campista;Santos;24;36;2212;2;3;3.7;Benjamín Rollheiser;7000000.0;Ponta Direita;10/12/2025;3500000.0;12.43
Iván Román;CHI;Defensor;Atlético Mineiro;18;12;701;0;0;0.5;N/A;0.0;N/A;N/A;0.0;0.0
Romarinho;BRA;Meio-Campista;Vitória;34;5;124;0;0;0.3;N/A;0.0;N/A;N/A;0.0;0.0
Romarinho;BRA;Atacante;Sport Recife;30;26;912;2;0;1.1;N/A;0.0;N/A;N/A;0.0;0.0
Ángel Romero;PAR;Atacante;Corinthians;32;27;1068;0;1;3.1;N/A;0.0;N/A;N/A;0.0;0.0
Lucas Romero;ARG;Meio-Campista;Cruzeiro;30;33;2832;1;3;0.5;N/A;0.0;N/A;N/A;0.0;0.0
Óscar Romero;PAR;Meio-Campista;Internacional;32;17;505;0;1;0.3;N/A;0.0;N/A;N/A;0.0;0.0
Romulo;BRA;Meio-Campista;Ceará;23;9;133;0;0;0.2;N/A;0.0;N/A;N/A;0.0;0.0
Rômulo;BRA;Defensor;Atlético Mineiro;21;3;209;0;0;0.0;N/A;0.0;N/A;N/A;0.0;0.0
Ronald;BRA;Meio-Campista;Vitória;27;29;1871;0;2;0.4;N/A;0.0;N/A;N/A;0.0;0.0
Ronald;BRA;Defensor;Grêmio;21;6;233;0;0;0.0;N/A;0.0;N/A;N/A;0.0;0.0
Ronaldo;BRA;Goleiro;Bahia;28;28;2448;0;1;0.0;N/A;0.0;N/A;N/A;0.0;0.0
Ronaldo;BRA;Meio-Campista;Internacional;28;15;774;0;0;0.5;N/A;0.0;N/A;N/A;0.0;0.0
Budiga Roni;BRA;Meio-Campista;Mirassol;25;9;150;0;0;0.0;N/A;0.0;N/A;N/A;0.0;0.0
Rony;BRA;Atacante;Atlético Mineiro;29;35;2500;6;5;9.5;Rony;5000000.0;Centroavante;10/12/2025;833333.33;41.0
Vitor Roque;BRA;Atacante;Palmeiras;19;33;2117;16;3;12.9;Vitor Roque;35000000.0;Centroavante;10/12/2025;2187500.0;9.11
Diego Rosa;BRA;Meio-Campista;Internacional;22;7;199;0;0;0.0;N/A;0.0;N/A;N/A;0.0;0.0
Matheus Rossetto;BRA;Meio-Campista;Fortaleza;28;20;924;0;0;0.0;N/A;0.0;N/A;N/A;0.0;0.0
Agustín Rossi;ARG;Goleiro;Flamengo;29;37;3330;0;0;0.0;Agustín Rossi;10000000.0;Goleiro;10/12/2025;0.0;0.0
Ruan;BRA;Defensor;Atlético Mineiro;25;11;811;1;0;0.2;N/A;0.0;N/A;N/A;0.0;0.0
Ruan;BRA;Defensor;São Paulo;25;5;361;0;0;0.0;N/A;0.0;N/A;N/A;0.0;0.0
Rubens;BRA;Meio-Campista;Atlético Mineiro;23;13;1033;1;0;1.5;N/A;0.0;N/A;N/A;0.0;0.0
Alan Ruschel;BRA;Defensor;Juventude;35;21;1230;0;0;0.0;N/A;0.0;N/A;N/A;0.0;0.0
Rwan;BRA;Atacante;Botafogo (RJ);23;5;176;0;0;0.3;N/A;0.0;N/A;N/A;0.0;0.0
José Sabino;BRA;Defensor;São Paulo;28;30;2299;2;0;1.6;N/A;0.0;N/A;N/A;0.0;0.0
Daniel Sales;BRA;Defensor;Flamengo;18;1;68;0;0;0.1;N/A;0.0;N/A;N/A;0.0;0.0
Rodrigo Sam;BRA;Defensor;Juventude;29;18;1457;1;0;0.9;N/A;0.0;N/A;N/A;0.0;0.0
Mateo Sanabria;ARG;Atacante;Bahia;20;10;569;1;0;0.7;N/A;0.0;N/A;N/A;0.0;0.0
Alex Sandro;BRA;Defensor;Flamengo;34;20;1544;0;0;0.2;Alexsander;6000000.0;Volante;10/12/2025;0.0;0.33
Agustín Sant'Anna;URU;Defensor;RB Bragantino;27;11;523;0;0;0.7;N/A;0.0;N/A;N/A;0.0;0.0
Alex Santana;BRA;Meio-Campista;Corinthians;29;3;106;0;0;0.1;N/A;0.0;N/A;N/A;0.0;0.0
Alex Santana;BRA;Meio-Campista;Grêmio;29;8;389;0;0;0.7;N/A;0.0;N/A;N/A;0.0;0.0
Ademir Santos;BRA;Atacante;Bahia;29;30;1971;2;6;5.0;N/A;0.0;N/A;N/A;0.0;0.0
Eduardo Santos;BRA;Defensor;RB Bragantino;27;8;319;0;0;0.0;N/A;0.0;N/A;N/A;0.0;0.0
Júnior Santos;BRA;Atacante;Atlético Mineiro;30;16;361;2;0;2.1;N/A;0.0;N/A;N/A;0.0;0.0
Rodrigo Santos;BRA;Meio-Campista;Fortaleza;24;8;225;0;0;0.1;N/A;0.0;N/A;N/A;0.0;0.0
Renzo Saravia;ARG;Defensor;Atlético Mineiro;31;19;1065;0;0;0.2;N/A;0.0;N/A;N/A;0.0;0.0
Eduardo Sasha;BRA;Atacante;RB Bragantino;32;33;2246;8;3;9.9;N/A;0.0;N/A;N/A;0.0;0.0
Lucas Sasha;BRA;Meio-Campista;Fortaleza;34;31;2612;1;0;0.7;N/A;0.0;N/A;N/A;0.0;0.0
Jefferson Savarino;VEN;Meio-Campista;Botafogo (RJ);28;27;1917;4;3;4.2;Jefferson Savarino;9000000.0;Meia Ofensivo;10/12/2025;2250000.0;12.44
Kike Saverio;ESP;Meio-Campista;Vitória;25;2;33;0;0;0.0;N/A;0.0;N/A;N/A;0.0;0.0
Gustavo Scarpa;BRA;Meio-Campista;Atlético Mineiro;31;36;2302;1;3;2.2;Gustavo Scarpa;6000000.0;Meia Ofensivo;10/12/2025;6000000.0;10.33
João Scatolin;BRA;Atacante;Juventude;16;1;25;0;0;0.0;N/A;0.0;N/A;N/A;0.0;0.0
João Schmidt;BRA;Meio-Campista;Santos;31;31;2153;2;2;1.5;N/A;0.0;N/A;N/A;0.0;0.0
Davi Schuindt;BRA;Defensor;Fluminense;20;2;180;0;0;0.1;N/A;0.0;N/A;N/A;0.0;0.0
Cleiton Schwengber;BRA;Goleiro;RB Bragantino;27;34;3060;0;0;0.0;N/A;0.0;N/A;N/A;0.0;0.0
Paulo Sérgio;BRA;Defensor;São Paulo;19;3;26;0;0;0.0;N/A;0.0;N/A;N/A;0.0;0.0
Kevin Serna;COL;Atacante;Fluminense;27;33;2086;7;5;7.1;N/A;0.0;N/A;N/A;0.0;0.0
Igor Serrote;BRA;Defensor;Grêmio;19;7;512;0;0;0.1;N/A;0.0;N/A;N/A;0.0;0.0
Juan Sforza;ARG;Meio-Campista;Vasco da Gama;22;2;71;0;0;0.0;N/A;0.0;N/A;N/A;0.0;0.0
Juan Sforza;ARG;Meio-Campista;Juventude;22;8;272;0;0;0.1;N/A;0.0;N/A;N/A;0.0;0.0
Shaylon;BRA;Meio-Campista;Mirassol;27;13;439;0;0;1.0;N/A;0.0;N/A;N/A;0.0;0.0
Aderlan Silva;BRA;Defensor;Santos;34;2;87;0;0;0.0;N/A;0.0;N/A;N/A;0.0;0.0
Aderlan Silva;BRA;Defensor;Sport Recife;34;14;920;0;0;0.1;N/A;0.0;N/A;N/A;0.0;0.0
André Silva;BRA;Atacante;São Paulo;27;20;1357;5;2;4.5;N/A;0.0;N/A;N/A;0.0;0.0
João Silva;POR;Defensor;Sport Recife;26;14;990;0;0;0.2;N/A;0.0;N/A;N/A;0.0;0.0
Luan Silva;BRA;Meio-Campista;São Paulo;25;6;173;0;0;0.7;N/A;0.0;N/A;N/A;0.0;0.0
Lucas Silva;BRA;Meio-Campista;Cruzeiro;31;34;2751;2;2;0.9;N/A;0.0;N/A;N/A;0.0;0.0
Matheus Pereira da Silva;BRA;Meio-Campista;Fortaleza;26;19;1285;1;3;0.7;N/A;0.0;N/A;N/A;0.0;0.0
Patrick Silva;BRA;Meio-Campista;Atlético Mineiro;20;3;224;0;0;0.0;N/A;0.0;N/A;N/A;0.0;0.0
Thiago Silva;BRA;Defensor;Fluminense;40;25;2157;2;0;1.5;N/A;0.0;N/A;N/A;0.0;0.0
Vinicius Silvestre;BRA;Goleiro;Fortaleza;30;2;180;0;0;0.0;N/A;0.0;N/A;N/A;0.0;0.0
Luis Sinisterra;COL;Atacante;Cruzeiro;25;11;326;2;1;0.6;Luis Sinisterra;12000000.0;Ponta Esquerda;10/12/2025;6000000.0;3.0
Cédric Soares;POR;Defensor;São Paulo;33;25;1889;0;3;0.3;N/A;0.0;N/A;N/A;0.0;0.0
Everton Soares;BRA;Atacante;Flamengo;28;23;874;1;3;2.1;N/A;0.0;N/A;N/A;0.0;0.0
Tiquinho Soares;BRA;Atacante;Santos;34;27;1252;2;3;4.0;N/A;0.0;N/A;N/A;0.0;0.0
Fernando Sobral;BRA;Meio-Campista;Ceará;30;30;1504;1;0;0.4;N/A;0.0;N/A;N/A;0.0;0.0
Ramón Sosa;PAR;Atacante;Palmeiras;25;23;876;3;3;3.1;Ramón Sosa;11000000.0;Ponta Esquerda;10/12/2025;3666666.67;8.27
Yeferson Soteldo;VEN;Atacante;Santos;27;5;326;0;0;0.2;N/A;0.0;N/A;N/A;0.0;0.0
Yeferson Soteldo;VEN;Atacante;Fluminense;27;17;496;2;2;1.2;N/A;0.0;N/A;N/A;0.0;0.0
Souza;BRA;Defensor;Santos;18;24;1639;1;2;1.0;N/A;0.0;N/A;N/A;0.0;0.0
Fabiano Souza;BRA;Defensor;Ceará;24;34;2907;0;1;0.3;N/A;0.0;N/A;N/A;0.0;0.0
Gabriel Souza;BRA;Atacante;Vasco da Gama;20;12;136;2;0;0.8;N/A;0.0;N/A;N/A;0.0;0.0
Hugo Souza;BRA;Goleiro;Corinthians;26;26;2340;0;0;0.0;Hugo Souza;10000000.0;Goleiro;10/12/2025;0.0;0.0
Igor Vinícius de Souza;BRA;Defensor;São Paulo;27;3;164;0;0;0.2;N/A;0.0;N/A;N/A;0.0;0.0
Igor Vinícius de Souza;BRA;Defensor;Santos;27;20;1302;0;2;0.5;N/A;0.0;N/A;N/A;0.0;0.0
Raul Steffens;BRA;Goleiro;Botafogo (RJ);27;2;180;0;0;0.0;N/A;0.0;N/A;N/A;0.0;0.0
Everaldo Stum;BRA;Atacante;Fluminense;33;28;1352;2;0;4.1;N/A;0.0;N/A;N/A;0.0;0.0
